EDA,start_time_unix,sampling_rate
0.165282,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.165282,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.165282,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.165282,1625921379.0,4.0
0.165282,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.165282,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.165282,1625921379.0,4.0
0.165282,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.165282,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.166563,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.167844,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.172969,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.169126,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.172969,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.172969,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.172969,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.172969,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.170407,1625921379.0,4.0
0.172969,1625921379.0,4.0
0.172969,1625921379.0,4.0
0.172969,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.174251,1625921379.0,4.0
0.174251,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.172969,1625921379.0,4.0
0.174251,1625921379.0,4.0
0.174251,1625921379.0,4.0
0.172969,1625921379.0,4.0
0.174251,1625921379.0,4.0
0.172969,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.174251,1625921379.0,4.0
0.171688,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.174251,1625921379.0,4.0
0.174251,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.174251,1625921379.0,4.0
0.174251,1625921379.0,4.0
0.174251,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.175532,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.176813,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.178094,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.179376,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.180657,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.181938,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.183219,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.184501,1625921379.0,4.0
0.184501,1625921379.0,4.0
